Shannon,Simpson,InvSimpson,Richness,Eveness,Latitude,Longitude,Days,Dim.1,Dim.2,Dim.3,Dim.4
VCFC_016,0,0,1,1,NA,48.17908,16.28132,185,0.521348462670594,-0.488918286391601,-0.427700749308264,-0.450505865044819
VCFC_017,0.425848449238581,0.203703703703704,1.25581395348837,3,0.387623963095164,48.19256,16.36392,186,0.77071278516198,0.673893578288996,-0.07586843928953,-0.602233075730796
VCFC_018,0.692939201173402,0.416171224732461,1.71283095723014,3,0.630740442575496,48.18828,16.30546,187,0.574978396406595,-0.509948062143133,-0.534151677327596,-1.00024057307781
VCFC_019,0.52079121933419,0.310493460166469,1.45031256736366,3,0.474044596720801,48.22026,16.3846,189,0.701198278107273,0.8333419061663,-0.33645947593459,-0.341259665524713
VCFC_020,1.23631691804577,0.629464285714286,2.69879518072289,5,0.768166891368907,48.15257,16.37012,189,0.593445364726672,0.470655872468012,-0.305116896381054,-0.308830914894315
VCFC_021,0.773149965480704,0.434443288241415,1.76816927322907,3,0.703751426645722,48.23861,16.38297,186,0.704021848655968,0.588972665088674,-0.141224908683091,-0.639689379088247
VCFC_022,0.50730356889055,0.272853185595568,1.3752380952381,3,0.461767608211969,48.19489,16.28251,189,0.496320363869765,-0.50409909027174,-0.500745509169038,-0.301795480786369
VCFC_023,0,0,1,1,NA,48.20219,16.29594,189,0.483784004591025,-0.476629793885406,-0.472000926728929,-0.344428051376615
VCFC_024,0.433398873290746,0.263671875,1.35809018567639,2,0.625262405223423,48.20975,16.31395,189,0.528491127355709,-0.111993962515491,-0.529849299758447,-0.268910565672952
VCFC_025,1.06753400518416,0.548828125,2.21645021645022,5,0.663296171251261,48.18206,16.50312,190,0.62470591757139,0.326288953057134,-0.736294177634826,-0.63768153504615
VCFC_025#2,0.6765259604935,0.483471074380165,1.936,2,0.976020648236615,48.18206,16.50312,190,0.62470591757139,0.326288953057134,-0.736294177634826,-0.63768153504615
VCFC_026,0,0,1,1,NA,48.24752,16.439,190,0.637743416878844,0.739962958769841,-0.513272545965784,-0.0682515661020418
VCFC_027,0.996954194127703,0.5864,2.41779497098646,4,0.719150435930745,48.19308,16.31652,190,0.610180381058084,-0.242046552624785,-0.624714489942038,-0.696570247995492
VCFC_028,0,0,1,1,NA,48.19308,16.31652,190,0.614177216676866,0.0774030494631424,-0.423251718646192,-0.270379899355439
VCFC_029,0.904295279254533,0.440828402366864,1.78835978835979,5,0.561870248158181,48.15257,16.37012,192,0.671626135928936,0.0861425409562869,-0.306241879850532,-0.757927808786992
VCFC_030,0.562335144618808,0.375,1.6,2,0.811278124459133,48.15257,16.37012,192,0.671626135928936,0.0861425409562869,-0.306241879850532,-0.757927808786992
VCFC_031,0,0,1,1,NA,48.20219,16.29594,193,0.578185849711451,-0.538993169337486,-0.306189252761714,-0.380071076430892
VCFC_032,0.283936266755864,0.122788761706556,1.13997627520759,3,0.258449927863169,48.43389,16.47867,192,0.508199487638067,0.0830598573941639,-0.219588636450281,0.0510196209518582
VCFC_033,0.69816582417427,0.386426592797784,1.62979683972912,3,0.635497919853676,48.23861,16.38297,193,0.741878349838728,0.602561407439672,-0.229864787870656,-0.292530493931895
VCFC_034,0.34706682575481,0.16,1.19047619047619,3,0.315913839062889,48.18959,16.29772,195,0.644500207917977,-0.379478614752137,-0.221561188869756,-0.544023888438859
VCFC_035,0.376770161256437,0.21875,1.28,2,0.543564443199596,48.26137,16.38409,192,0.68433386178215,0.481908689493666,-0.387641814201373,-0.171994132701155
VCFC_036,1.08673705872974,0.624526748971193,2.66330556773345,4,0.783915082689826,48.19511,16.28763,195,0.622201012436685,-0.544745741177363,-0.188065085847295,-0.569233094320248
VCFC_037,1.03493697399047,0.517006802721088,2.07042253521127,5,0.643042497007694,48.15257,16.37012,196,0.778178678704674,0.00243894546086229,-0.149414527416842,-1.2422488631978
VCFC_038,1.15482225623543,0.649305555555556,2.85148514851485,4,0.833028171089531,48.15257,16.37012,196,0.778178678704674,0.00243894546086229,-0.149414527416842,-1.2422488631978
VCFC_039,0.274165915350173,0.14404296875,1.16828294352538,2,0.395537806456477,48.29799,16.41942,196,0.709338033150917,0.550182162041021,-0.364896871485581,-0.422210325857662
VCFC_040,0.77443854538756,0.502556610664719,2.01027900146843,3,0.704924342623586,48.24505,16.37221,196,0.779388552387948,0.464864449133133,-0.243785711545153,-0.515893301843093
VCFC_041,0.348832095843032,0.197530864197531,1.24615384615385,2,0.503258334775646,48.25268,16.33831,198,0.680938744091751,-0.525387694185603,-0.485689575434291,-0.308522300152474
VCFC_042,0.945023055697325,0.495867768595041,1.98360655737705,4,0.681690037990133,48.15257,16.37012,198,0.825482602838312,0.374699226796894,-0.151653770332743,-0.596271672559785
VCFC_043,0.950748927050915,0.4921875,1.96923076923077,4,0.685820381093429,48.15257,16.37012,198,0.821485767219529,0.0552496247089669,-0.353116541628588,-1.02246202119984
VCFC_044,0.669893221613707,0.362948960302457,1.56973293768546,3,0.609763087964221,48.24752,16.439,203,0.903868140181964,0.670806844357027,-0.468708762935213,-0.27790021744319
VCFC_045,0.761413054662262,0.403061224489796,1.67521367521368,4,0.549243419014681,48.20966,16.33759,203,0.965414743370609,0.404860601777328,-0.259729237824323,-0.516583571122059
VCFC_051,1.07361952434776,0.539444444444444,2.17129071170084,6,0.599198465411381,48.15257,16.37012,203,0.964617825420304,0.00376806171107022,-0.230788229061727,-1.34833738889462
VCFC_047,0.615498282275913,0.424382716049383,1.7372654155496,2,0.887976319515135,48.23286,16.29051,203,0.659002379356923,-1.6245329091606,-0.458865428927713,-0.534925348446989
VCFC_048,0.669327963292645,0.476370510396975,1.90974729241877,2,0.96563613337061,48.19489,16.28251,199,0.687874408789252,-0.498196367275967,-0.625626019504486,-0.088175252867405
VCFC_049,0.451384088554908,0.207191171235315,1.26133812303547,4,0.325604793047175,48.18031,16.3879,199,0.872280132157558,0.593946686565624,-0.293010068075088,-0.421190834131687
VCFC_050,0.490443732627271,0.207830070803832,1.26235541535226,5,0.304729824517137,48.15257,16.37012,203,0.968614661039085,0.323217663798998,-0.0293254577658809,-0.922147040254569
VCFC_073,0.430574990190063,0.1864,1.2291052114061,4,0.310594201539009,48.15257,16.37012,210,0.964891563454339,-0.0468320481821807,-0.0180375631920725,-2.0409819046817
VCFC_052,0.649248354870898,0.456747404844291,1.84076433121019,2,0.936667381877562,48.25209,16.43863,203,0.903333564543491,0.69437632565941,-0.458194615494424,-0.266359168346037
VCFC_053,0.184907399167776,0.086776859504132,1.09502262443439,2,0.266764987803026,48.22681,16.16493,203,0.386250663930165,-3.35628275274922,-1.05768418159627,-0.144287839732098
VCFC_054,0.807854597359435,0.520775623268698,2.08670520231214,3,0.735340943927387,48.23861,16.38297,198,0.862333901989499,0.590658412727474,-0.322814101803341,-0.408957009968529
VCFC_055,0.636514168294813,0.444444444444444,1.8,2,0.91829583405449,48.24752,16.439,189,0.613559018594369,0.737880575665868,-0.499712686785702,-0.126203034944432
VCFC_056,0.800793288012218,0.442233091583741,1.79286362261869,4,0.577650252696197,48.29099,16.33058,197,0.543755139135604,-1.30995147147638,-0.724250020614107,-0.0258031881646121
VCFC_057,0.809777540554976,0.510848,2.04435431113437,4,0.584131020990963,48.22473,16.38307,203,1.00399938565478,0.731608736128588,-0.213187168853073,-0.518714814826888
VCFC_058,0.325082973391448,0.18,1.21951219512195,2,0.468995593589281,48.19381,16.34327,204,0.985640791616151,0.41500086558317,-0.0882548521207597,-0.601121400702589
VCFC_059,0.654669564528501,0.364197530864197,1.57281553398058,3,0.595905918112551,48.25268,16.33831,205,0.790804638360408,-0.623192591437549,-0.16753143400127,-0.785530811466677
VCFC_060,0.779889290720744,0.51279000594884,2.05250305250305,3,0.709885824840203,48.10111,16.30012,206,0.809802033944907,0.292804884331552,-0.239446378479862,-0.593850133229306
VCFC_082,1.18111671273491,0.639455782312925,2.77358490566038,5,0.733869075414412,48.15649,16.28339,205,0.76473115831867,-0.759163017827317,-0.408766405136244,-1.18136398444983
VCFC_062,0.756209478039414,0.483237452886332,1.93512476007678,3,0.688331530458481,48.19489,16.28251,206,0.729624131420634,-0.59921980288398,-0.276662258671215,-0.594070104743137
VCFC_063,0.807002233138237,0.515293676111841,2.06310491676345,4,0.582129059867427,48.23861,16.38297,205,0.980663225905344,0.483192032424162,0.00827945432464259,-0.945274905331811
VCFC_064,0,0,1,1,NA,48.19381,16.34327,204,0.985640791616151,0.41500086558317,-0.0882548521207597,-0.601121400702589
VCFC_065,0.687092027379972,0.378698224852071,1.60952380952381,3,0.625418115623811,48.22368,16.37427,206,0.998988738588151,0.772918062745161,0.0671835399444062,-0.933388565461917
VCFC_066,0.723114030955384,0.454346238130022,1.8326639892905,3,0.658206756299844,48.22174,16.37239,206,1.0093948190797,0.815055524622059,0.0846711435805787,-0.9379900124381
VCFC_068,0.733809049805954,0.439049586776859,1.78268876611418,3,0.667941781987146,48.29099,16.33058,207,0.635949269935495,-1.28561999928334,-0.801131868891172,-0.189044940786522
VCFC_069,0.747435909174486,0.4576,1.84365781710914,3,0.680345483920111,48.19381,16.34327,208,0.956581209090108,0.446118949381524,-0.157490248378074,-0.786382575681373
VCFC_071,0,0,1,1,NA,48.21183,16.39246,209,1.00836207523138,0.732050296989565,-0.0859521270028134,-1.00865707927366
VCFC_072,0.198515243345873,0.0950000000000001,1.10497237569061,2,0.286396957115956,48.2157,16.38965,209,1.00058585446082,0.715468645350962,-0.106027220815717,-0.997363524353197
VCFC_084,0.636514168294813,0.444444444444444,1.8,2,0.91829583405449,48.15649,16.28339,211,0.659957026238917,-0.60539285193522,-0.72448740542027,-1.02304855763782
VCFC_074,1.10219495882819,0.594674556213018,2.46715328467153,4,0.79506560059712,48.15257,16.37012,210,0.968888399073122,0.272617553905747,0.183425208103774,-1.61479155604165
VCFC_075,0,0,1,1,NA,48.25192,16.32059,211,0.613832288775805,-0.977755655026935,-0.521544925316014,-0.605322755137008
VCFC_076,0,0,1,1,NA,48.25192,16.32059,211,0.613832288775805,-0.977755655026935,-0.521544925316014,-0.605322755137008
VCFC_078,0,0,1,1,NA,48.16594,16.32444,213,0.838395090602481,0.0228869983126262,0.110130975736537,-0.547110387109796
VCFC_079,0.693147180559945,0.5,2,2,1,48.16594,16.32444,213,0.838395090602481,0.0228869983126262,0.110130975736537,-0.547110387109796
VCFC_080,0.691761498852418,0.498614958448754,1.99447513812155,2,0.9980008838723,48.22681,16.16493,212,0.311228701767622,-3.27596552635998,-1.10518310155064,-0.320517535680386
VCFC_081,0.562335144618808,0.375,1.6,2,0.811278124459133,48.24505,16.37221,212,0.823537276663574,0.565584065929793,-0.417525382178631,-0.707810582269982
VCFC_104,0.92501040046965,0.5721875,2.33747260774288,3,0.841980751545276,48.15649,16.28339,219,0.531647542752991,-0.62431291685691,-0.504834797902118,-0.592600187078398
VCFC_083,0.445875126874788,0.23921028466483,1.31442365721183,3,0.40585303065865,48.15649,16.28339,205,0.768727993937452,-0.439713415739389,-0.207303633840397,-0.755173635809778
VCFC_175,0.98689944883853,0.5390625,2.16949152542373,4,0.711897470347699,48.15257,16.37012,245,0.382371159819278,0.261078980694986,-0.0500260790204903,0.991552039444197
VCFC_085,0.341124060629045,0.162511542012927,1.19404630650496,3,0.310504501130788,48.15649,16.28339,212,0.64598806793205,-0.270887792705665,-0.491787388413204,-0.471135200569054
VCFC_086,0.896916788403792,0.525887573964497,2.10920436817473,3,0.816408843825294,48.25268,16.33831,212,0.674606466199887,-0.43138224546801,-0.550905253931556,-0.544044743542444
VCFC_087,0,0,1,1,NA,48.25192,16.32059,212,0.59798744792739,-0.956005509975775,-0.549677088227903,-0.515535258361277
VCFC_088,0,0,1,1,NA,48.19662,16.39143,213,0.941532981975084,0.673600028631755,0.253209381314676,-0.377116961257804
VCFC_089,1.01552184105344,0.520775623268698,2.08670520231214,5,0.630979196654798,48.2021,16.3432,214,0.924937559441919,0.462284726982117,0.293823632028947,-0.30230422567106
VCFC_090,0.173205206749177,0.0798611111111109,1.08679245283019,2,0.249882292833185,48.23861,16.38297,216,0.815352378075529,0.514591599384368,0.26528509666875,-0.260455265874994
VCFC_091,0.920413134453867,0.534979423868313,2.15044247787611,4,0.66393773232283,48.26137,16.38409,215,0.814812639434963,0.419144132926867,-0.00264189157846016,0.00356690240165965
VCFC_092,1.01966852720542,0.520808561236623,2.08684863523573,5,0.633555677623675,48.20461,16.26753,217,0.479440728137925,-1.7072039661849,-0.182203382450078,-0.639610826641246
VCFC_093,0.369812266391425,0.179930795847751,1.21940928270042,3,0.336617631357249,48.18959,16.29772,217,0.619240913866949,-0.346420893630809,-0.03512531689673,-0.16014881006084
VCFC_094,0.878799332586993,0.418639053254438,1.72010178117048,5,0.54602872580397,48.29387,16.29527,217,0.408540589979078,-2.1290020236351,-0.434994143767697,0.505330783821012
VCFC_095,0.579915171418101,0.391111111111111,1.64233576642336,2,0.836640741941167,48.22681,16.16493,217,0.261805001141831,-3.39177163989471,-0.637333996725745,-0.311215798800532
VCFC_096,0.450561208866305,0.277777777777778,1.38461538461538,2,0.650022421648354,48.21183,16.39246,217,0.825967935934783,0.728829178864885,0.262492285941975,-0.294610209212301
VCFC_097,1.01140426470735,0.611111111111111,2.57142857142857,3,0.920619835714305,48.16594,16.32444,220,0.686969616313121,0.0704288897561384,0.00767642275683963,-0.319907737832481
VCFC_098,0.175975125097627,0.0814848347668626,1.08871365204534,2,0.253878440298162,48.23894,16.31074,219,0.54556934436148,-0.798945994511562,-0.0672647634495003,0.0950216716098233
VCFC_099,0.39844050758377,0.190249702734839,1.23494860499266,3,0.362676179479855,48.2157,16.38965,219,0.775998482536826,0.771478467999412,0.0722592019727245,-0.0603306374746064
VCFC_100,0.782005216507695,0.502077004154008,2.00834267214544,4,0.564097523902476,48.22174,16.37239,220,0.799041676537061,0.921329906090801,0.0906790649226134,0.0330023731559625
VCFC_182,1.46390859652491,0.729024943310658,3.69037656903766,6,0.817022944020272,48.15257,16.37012,252,0.0765379209175547,0.700021030839054,-0.837986880000602,2.83297627744714
VCFC_102,0.598269588585257,0.408163265306122,1.68965517241379,2,0.863120568566631,48.25209,16.43863,221,0.661004804482218,0.748106393691233,-0.287792126638946,0.206968882722231
VCFC_217,0.636514168294813,0.444444444444444,1.8,2,0.91829583405449,48.15257,16.37012,273,-0.748043246679194,0.44326658938695,0.033629811883049,0.735124418852085
VCFC_105,0.573900782051924,0.284478096268253,1.39758125472411,4,0.413981906114304,48.15649,16.28339,219,0.535644378371773,-0.304863314768983,-0.303372026606272,-0.166409838438346
VCFC_106,0.65619279201862,0.361328125,1.56574923547401,3,0.597292419525134,48.15649,16.28339,223,0.586548128004249,-0.648013404013124,-0.469828708035302,-0.656616563993064
VCFC_107,0.407627988840415,0.176842105263158,1.21483375959079,4,0.294041439013804,48.15649,16.28339,223,0.590544963623031,-0.328563801925196,-0.268365936739455,-0.230426215353011
VCFC_108,1.0689407440783,0.592451523545706,2.45369583687341,4,0.771077755242957,48.29099,16.33058,222,0.489887237276323,-1.27219225108694,-0.471736100850513,0.596992328955495
VCFC_109,0.419555892320233,0.203017832647462,1.25473321858864,3,0.381896230952302,48.16464,16.29894,224,0.659833609596502,-0.260897498953656,0.0379244849223166,-0.18442118215034
VCFC_110,0.73622936358217,0.42603550295858,1.74226804123711,4,0.531077225898417,48.18031,16.3879,224,0.827568883538856,0.475321133430546,0.501372648502692,-0.299696555006488
VCFC_111,0.205806489153681,0.078978501892915,1.08575098632902,4,0.148458000642392,48.19945,16.34968,193,0.768955105753062,0.642309036148469,-0.208286910394998,-0.181400577248912
VCFC_112,0.968312182040136,0.540246913580247,2.1750805585392,4,0.698489591530837,48.29099,16.33058,224,0.501338874861522,-1.26341405892849,-0.502227028653977,0.728906688999258
VCFC_114,0.645325010796345,0.398006407974368,1.66114725014784,3,0.58740013875022,48.29387,16.29527,225,0.43198740728089,-2.10026986185007,-0.57861549626308,0.818391525673692
VCFC_116,0,0,1,1,NA,48.29614,16.564,224,0.655522221341858,1.07038840751593,-0.120347119208112,-0.382355844511251
VCFC_117,0.693147180559945,0.5,2,2,1,48.22681,16.16493,225,0.26770292049973,-3.34837107434739,-0.830116291617223,0.0249727954716579
VCFC_118,0,0,1,1,NA,48.25268,16.33831,225,0.621745054830115,-0.518619530591364,-0.0797234288277864,0.428060659889285
VCFC_119,0.666278442414676,0.473372781065089,1.89887640449438,2,0.961236604722876,48.22984,16.35489,213,0.867436069741737,0.460086660954034,0.0632659776585851,-0.114856093436184
VCFC_120,0,0,1,1,NA,48.20722,16.37597,225,0.870754539991841,0.906440687743954,0.123686275094521,0.256613882713536
VCFC_121,0.498729890078576,0.249073724007561,1.33168865169671,3,0.45396350944081,48.21103,16.37719,224,0.860658638913015,0.870782670820774,0.166471707107471,0.0783179180853332
VCFC_122,0.951381372121855,0.585017835909631,2.40974212034384,3,0.865984644387377,48.19489,16.28251,228,0.618316757241275,-0.529774980903944,-0.197763043819739,0.360707430175
VCFC_123,0,0,1,1,NA,48.16594,16.32444,226,0.783550473207441,-0.00639314198857889,0.233747752080488,-0.249266103958838
VCFC_124,1.26160547647645,0.655555555555556,2.90322580645161,5,0.78387955616654,48.18828,16.30546,230,0.681137131117063,-0.176603322423588,-0.180549583340443,0.386999101700999
VCFC_125,1.02005341861888,0.619430241051863,2.62763915547025,3,0.928492634881714,48.29387,16.29527,230,0.444418236061004,-2.08979739132148,-0.657077483932964,1.03174069432524
VCFC_126,0.00384163542126936,0.000879894242213686,1.00088066913792,2,0.00554230837116868,48.25192,16.32059,226,0.597722911979382,-1.10888322947094,0.0773345198601953,0.275870045751464
VCFC_127,1.3112372424773,0.681481481481481,3.13953488372093,5,0.814717506246758,48.21031,16.32637,231,0.769828773263914,0.164105222940835,-0.0777107654542981,0.525647021744342
VCFC_128,0.615498282275913,0.424382716049383,1.7372654155496,2,0.887976319515135,48.43389,16.47867,230,0.570981968303967,0.14587033863226,-0.492495949476246,0.428696546810741
VCFC_129,0.887694275799104,0.541666666666667,2.18181818181818,3,0.808014151084447,48.24505,16.37221,231,0.780338945227624,0.46105775395391,0.276091865411143,0.747335422516673
VCFC_130,0.690185676018804,0.497041420118343,1.98823529411765,2,0.995727452084926,48.20227,16.34719,231,0.858364018315813,0.635314273051224,0.0244043628597771,0.579933280994465
VCFC_131_1,0,0,1,1,NA,48.22026,16.3846,203,1.01649533533816,0.755189687552366,-0.185920217404426,-0.529696762063447
VCFC_132,0,0,1,1,NA,48.25192,16.32059,232,0.596438123046928,-1.12563043321832,0.193461823921795,0.559511671873765
VCFC_133,0.562335144618808,0.375,1.6,2,0.811278124459133,48.25268,16.33831,232,0.657108243620353,-0.594280638449005,0.259105749105836,0.69128751021969
VCFC_134,1.04423048477254,0.633725940821603,2.73019607843137,3,0.950499548879525,48.29387,16.29527,231,0.464863516136419,-2.0814077404186,-0.717887484616962,1.05831183628936
VCFC_135,0,0,1,1,NA,48.16143,16.37724,230,0.808741858514305,0.326028415686048,0.291455513965102,-0.112558864267741
VCFC_137,0.999178939810416,0.5546875,2.24561403508772,5,0.620824781180447,48.16464,16.29894,233,0.710924015037829,-0.268412197389444,-0.0168706859404202,0.0539359692142235
VCFC_138,0,0,1,1,NA,48.20835,16.3725,232,0.922914290526944,0.886760271372435,0.348365537937885,0.49327595776118
VCFC_139,0.82627401114455,0.415397874174088,1.71056511056511,5,0.513392908642807,48.22174,16.37239,233,0.878486467889888,0.851739475813839,0.418354883315347,0.488008296628085
VCFC_140,0.960127986954613,0.571666666666667,2.33463035019455,4,0.692585942699062,48.23861,16.38297,233,0.807155105406077,0.546136666031645,0.367106420271956,0.580923963546587
VCFC_141,0.636514168294813,0.444444444444444,1.8,2,0.91829583405449,48.16594,16.32444,233,0.794261831525523,0.0116988038473018,0.15455780810552,-0.0603810960270174
VCFC_142,0.655975732336547,0.357142857142857,1.55555555555556,3,0.597094843287992,48.21495,16.30712,234,0.642019541789672,-0.349597087558531,-0.0224867578211881,0.63190073212679
VCFC_143,0.797891112514385,0.517578125,2.07287449392713,3,0.72627178918752,48.19364,16.39629,234,0.859624997744509,0.693090262191221,0.0917404169821617,0.25474620436679
VCFC_144,0.747675135357645,0.488003621548212,1.95313881520778,3,0.680563236976059,48.23894,16.31074,234,0.591878901775206,-0.827937319359043,0.12846875492083,0.634098840694186
VCFC_145,0,0,1,1,NA,48.24752,16.439,238,0.712141297275197,0.638643198654926,0.117912251979424,0.502474922942876
VCFC_146,0.916464885539471,0.56198347107438,2.28301886792453,3,0.834202288644101,48.29387,16.29527,238,0.397277487653255,-2.13288325440052,-0.530933821114147,0.827000163351867
VCFC_147,0.582584245216013,0.302457466918715,1.43360433604336,3,0.530291032810403,48.2157,16.38965,235,0.813813145159218,0.800737530177505,0.105911250185896,0.734899534028685
VCFC_148,0.478461753207102,0.239183884297521,1.31437804662783,4,0.345137199303462,48.23861,16.38297,237,0.777940882860075,0.548151659762525,0.360365585794983,0.551593445497934
VCFC_149,1.20100591851291,0.639948312318897,2.7773790103317,5,0.746226933784928,47.83265,16.62261,238,0.931036088076135,0.575272072931874,0.0558328349509555,-1.54483852940117
VCFC_150,0.40694787485279,0.195371310528343,1.24280927722902,3,0.370419918883439,48.30174,15.89634,231,0.453879154472443,-0.937369843223327,-0.504006732227601,0.6519466586673
VCFC_151,0,0,1,1,NA,48.2073,16.52647,238,0.731371630494852,0.683156157231212,-0.105197807174012,-0.26213144092105
VCFC_152,0.744244593513091,0.508006198347107,2.03254593175853,3,0.67744062322056,48.22681,16.16493,238,0.237156437163571,-3.3710789156919,-0.866253480826036,-0.000169774694531336
VCFC_153,0.942674961563938,0.57617728531856,2.35947712418301,3,0.858059727974443,48.15257,16.37012,238,0.786595962422016,0.284417913235029,0.42707460380108,-0.389033255698716
VCFC_155,0.818141294849039,0.4648,1.86846038863976,3,0.744704299494868,48.17964,16.33456,238,0.750535165056669,0.22580777266076,0.149472483273653,0.0672986133179337
VCFC_156,0,0,1,1,NA,48.2073,16.52647,239,0.694714114548643,0.712766354057924,-0.204407308483517,-0.213792894532455
VCFC_157,0,0,1,1,NA,48.15465,16.1849,239,0.23567622902042,-2.26594782413523,-0.744741064895942,0.435009080177585
VCFC_158,0,0,1,1,NA,48.1866,16.37468,212,0.912652417469191,0.674076098323415,-0.0985565980018358,-0.838184854646499
VCFC_159,1.10101482321221,0.60734693877551,2.54677754677755,4,0.794214312696744,48.18784,16.35678,240,0.77872409071354,0.529448587941773,0.0533504670998078,0.185212978192745
VCFC_160,0.681135404280654,0.316358024691358,1.4627539503386,5,0.423213221844955,48.10111,16.30012,240,0.625545005047619,0.371548988127646,-0.398571931555308,-0.238703880384971
VCFC_161,1.15445634162315,0.645502645502646,2.82089552238806,5,0.717304055474349,48.2157,16.38965,240,0.777530379584552,0.704582368012451,0.328635577849139,0.255386091682951
VCFC_162,0.992281974852574,0.602040816326531,2.51282051282051,3,0.903213977385558,48.16594,16.32444,236,0.745909233586219,0.088366516511959,-0.0464836771069278,0.223484074938115
VCFC_163,1.03662796885861,0.623456790123457,2.65573770491803,3,0.943579440673608,48.19438,16.31969,240,0.685979226881412,0.0856184971896992,-0.0303734370756631,0.0770850212562426
VCFC_164,0.636514168294813,0.444444444444444,1.8,2,0.91829583405449,48.20227,16.34719,242,0.767866509829915,0.580249522630688,0.180364837923072,0.15157341739712
VCFC_165,1.21420028475291,0.659171868680223,2.93403011109364,5,0.754425054469209,48.23861,16.38297,243,0.710068809826413,0.61010354078427,-0.135884525566146,0.162140981533186
VCFC_166,0.612892608865498,0.398810518226469,1.66336908797866,3,0.557878894299036,48.29099,16.33058,244,0.124527475176035,-1.19845855856471,-0.104352729577664,2.24878198657997
VCFC_167,0.450561208866305,0.277777777777778,1.38461538461538,2,0.650022421648354,48.22984,16.35489,231,0.789225390106407,0.461926219110878,0.225730052753693,0.659062187890955
VCFC_168,1.01140426470735,0.611111111111111,2.57142857142857,3,0.920619835714305,48.16594,16.32444,242,0.680178539978717,0.0325359983885032,0.0217826207234576,-0.287717938176945
VCFC_169,0.752974682765889,0.442906574394464,1.79503105590062,3,0.68538709291041,48.23286,16.29051,244,0.112099458912625,-1.49549604284148,0.223364157930914,2.04703947159764
VCFC_170,1.04978182826569,0.59375,2.46153846153846,4,0.757257518827133,48.21183,16.39246,244,0.50559744011274,0.845977106398062,0.364909991141641,1.19133192377036
VCFC_171,1.55153153223028,0.777777777777778,4.5,5,0.964020743045474,48.22368,16.37427,245,0.466634202027207,1.01304970133885,0.173884735692464,1.46746615506082
VCFC_173,1.3716340811965,0.722882811467829,3.60858164481526,5,0.852244172079963,48.22174,16.37239,245,0.479385046465183,1.05858280814274,0.186871388722945,1.48953650537692
VCFC_174,0.721463686692511,0.402777777777778,1.67441860465116,3,0.656704548214339,48.15257,16.37012,245,0.38636799543806,0.580528582782914,0.151436692275356,1.41774238808425
VCFC_257,0.636514168294813,0.444444444444444,1.8,2,0.91829583405449,48.15257,16.37012,295,-1.83602942641538,1.20046772902698,-1.91877898433428,1.24860786749872
VCFC_176,0.796311640173813,0.448979591836735,1.81481481481481,3,0.72483409150576,48.25268,16.33831,245,0.226593628810642,-0.366489337155854,0.0289887382164268,1.92329784716171
VCFC_177,0.685114110727148,0.491988463387278,1.96845923355938,2,0.988410729989109,48.29099,16.33058,245,0.114477593465717,-1.12598563476102,-0.256320233886982,2.44848571673654
