sampleId,ParticipantId,collectionEnd,Days,Latitude,Longitude,melanogaster,simulans,suzukii,busckii,testacea,hydei,mercatorum,repleta,funebris,immigrans,phalerata,subobscura,virilis,Bait,WohnMischLocker,WohnMischMittel,WohnMischDicht,WohMischSolidGrossVol,BueroVerwalt,HandelSolidaer,GeschaeftMisch,MischNutzungWenigDicht,Industrie,KulturFreizeitMesse,Bildung,Baustelle,StrassenraumBegruent,StrassenraumUnbegruent,BahnhoefeBahnanlagen,ParkGruenanlage,SportOutdoor,Acker,Weingarten,GaertnereiObstplantagen,Wald,Wiese,GewaesserBachbett,Naturschutz,Weinbau,PrecipitationDaily,PrecipitationYearly,SunYearly,TminYearly,TmaxYearly,Bezirke,Altitude,BiotonnenDist,Imperviousness,Treecover,BuildingArea,BuildingVol,RR_daily,SA_daily,TN_daily,TX_daily,RR_monthly,SA_monthly,TM_monthly,RR_yearly,SA_yearly,TM_yearly
VCFC_011,VCF24M008,2024-06-26,177,48.2216895,16.4020354,7,0,0,0,0,0,15,0,0,0,0,0,0,banana,0,0,36,0,0,22,0,0,0,0,9,0,12,16,0,0,1,0,0,0,0,0,0,0,0,0.0,1.96940281967079,18790.9056530082,9.03476359569883,17.688778603047,2,161.376953125,0.0,24.6363639831542,2.56999993324279,0.39779508113861,7.64968204498291,1.0785714285714285,34071.42857142857,16.057142857142857,27.02857142857143,78.5,876240.0,21.8,732.6,7219440.0,14.1
VCFC_012,VCF24A054,2024-06-27,178,48.238611,16.38297,5,0,0,0,0,0,76,0,1,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,37,10,16,0,0,0,0,0,0,0,0,0,0.0,2.0345974893468,18914.44382139,8.92406113729088,17.6722462226585,20,163.12109375,1.0,28.7272720336914,1.58000004291534,0.228619992733001,5.93870019912719,1.1,35922.857142857145,16.485714285714288,27.864285714285717,78.4,891000.0,21.7,751.5,7251840.0,14.0
VCFC_013,VCF24A010,2024-07-01,182,48.1525687,16.3701174,79,0,0,0,0,0,0,0,2,0,0,0,1,banana,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,0.6714285714285715,36360.0,18.342857142857145,29.87857142857143,22.1,951480.0,24.4,731.3,7277040.0,13.8
VCFC_014,VCF24A010,2024-07-01,182,48.1525687,16.3701174,21,8,5,2,1,1,0,0,23,23,2,0,0,banana,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,0.6714285714285715,36360.0,18.342857142857145,29.87857142857143,22.1,951480.0,24.4,731.3,7277040.0,13.8
VCFC_015,VCF24A084,2024-07-02,183,48.29387095,16.29527035,1,0,0,0,0,1,2,0,0,0,0,0,0,banana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.39367517550454,17700.871316451,7.72994903672565,16.9663080758175,0,251.499038696289,40.0,61.6363639831543,21.3999996185302,0.0,0.0123457293957471,1.1866666666666668,30696.0,17.39333333333333,28.633333333333333,29.0,932760.0,23.2,951.0,6837120.0,12.9
VCFC_016,VCF24A096,2024-07-04,185,48.179084,16.281316,0,0,0,0,0,0,29,0,0,0,0,0,0,banana,0,26,0,0,0,0,0,3,0,0,51,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.17833792766606,18573.8317314087,7.91958343398181,17.4023525690103,13,211.983779907226,5.0,12.1818180084228,3.29999995231628,0.264870852231979,18.3385124206542,1.0799999999999998,27816.0,17.453333333333333,28.026666666666664,26.9,941760.0,23.7,815.6,7085160.0,13.3
VCFC_017,VCF24A119,2024-07-05,186,48.1925638,16.3639217,1,0,0,0,0,1,16,0,0,0,0,0,0,?,0,0,61,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0215891775608,18704.505743306,10.0384583018006,17.8978027425621,4,175.49592590332,1.41421353816986,14.3636360168457,0.0,0.490200012922287,19.4328651428222,0.92,28200.0,19.38,28.720000000000002,20.8,929160.0,25.4,765.8,7142760.0,14.8
VCFC_018,VCF24A030,2024-07-06,187,48.1882827,16.3054565,42,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,18,0,32,0,0,0,0,0,0,17,0,0,0.0,2.12854303336794,18726.3804732884,8.53335380065866,17.5582125961849,14,190.058731079101,2.82842707633972,24.8181819915771,15.0100002288818,0.194491446018219,9.83304500579834,0.9066666666666666,29016.0,17.740000000000002,27.92,25.8,936360.0,24.2,812.4,7142040.0,13.7
VCFC_019,VCF24A049,2024-07-08,189,48.22026015,16.3845964535106,1,0,0,0,0,0,94,0,21,0,0,0,0,banana,0,0,69,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1.1,1.99156202146459,18856.6640258856,9.52880628757962,17.8290471171921,2,161.745330810546,2.0,15.4545450210571,0.0,0.473547875881195,10.9628238677978,0.49333333333333335,27552.0,19.126666666666665,28.759999999999998,19.1,923040.0,25.1,740.9,7236360.0,14.5
VCFC_020,VCF24A010,2024-07-08,189,48.1525687,16.3701174,31,0,0,0,0,2,4,0,9,10,0,0,0,banana,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1.5,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,0.6,27432.0,18.326666666666664,28.353333333333335,22.1,951480.0,24.4,731.3,7277040.0,13.8
VCFC_021,VCF24A054,2024-07-05,186,48.238611,16.38297,10,0,0,0,0,0,45,0,7,0,0,0,0,banana,0,0,34,0,0,0,0,0,0,0,0,0,1,37,10,16,0,0,0,0,0,0,0,0,0,0.0,2.0345974893468,18914.44382139,8.92406113729088,17.6722462226585,20,163.12109375,1.0,28.7272720336914,1.58000004291534,0.228619992733001,5.93870019912719,0.8866666666666667,28920.0,18.433333333333334,28.353333333333335,19.0,918000.0,24.6,751.5,7251840.0,14.0
VCFC_022,VCF24A071,2024-07-08,189,48.194892,16.282509,5,0,0,0,0,0,32,0,1,0,0,0,0,banana,0,18,13,0,0,0,0,0,0,9,15,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0.6,2.23126950404863,18626.0465424066,7.99347095217591,17.4321756181536,14,206.191986083984,2.2360680103302,10.1363639831542,0.0,0.355930835008621,24.5181884765625,0.7466666666666667,27144.0,17.446666666666665,28.046666666666667,27.0,939240.0,23.8,841.7,7148880.0,13.4
VCFC_023,VCF24A005,2024-07-08,189,48.202186,16.295935,0,0,0,0,0,0,10,0,0,0,0,0,0,banana,0,0,71,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0.0,2.20665561641832,18675.1686978762,8.01635572302132,17.2796847489851,14,254.420928955078,1.0,12.1363639831542,4.4099998474121,0.25055792927742,29.9357795715332,0.7066666666666667,26952.0,17.426666666666666,27.80666666666667,26.0,928440.0,23.6,835.7,7173360.0,13.3
VCFC_024,VCF24A020,2024-07-08,189,48.2097492,16.3139526,0,0,0,0,0,10,54,0,0,0,0,0,0,banana,0,0,65,0,0,0,0,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.17405998578502,18703.0913071382,8.71812941259806,17.4344236773976,16,223.000244140625,3.16227769851684,16.7272720336914,5.38999986648559,0.374418258666992,33.2737197875976,0.6666666666666666,26976.0,18.333333333333332,28.19333333333333,24.8,927720.0,24.4,830.7,7162200.0,13.9
VCFC_025,VCF24M009,2024-07-09,190,48.1820617,16.5031151,16,0,0,0,0,61,0,0,12,6,0,0,1,banana,0,0,0,0,0,0,0,0,72,0,0,0,0,0,15,0,0,0,0,0,4,0,7,6,0,0.3,1.91680774801511,18823.92327921,7.9716476229787,17.4039186241602,22,156.394912719726,25.4950981140136,83.4545440673828,10.1099996566772,0.0070885107852518,0.0675492361187934,0.6133333333333334,25536.0,18.186666666666667,28.279999999999998,21.6,968040.0,23.9,692.5,7303680.0,13.5
VCFC_025#2,VCF24M009,2024-07-09,190,48.1820617,16.5031151,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,15,0,0,0,0,0,4,0,7,6,0,0.3,1.91680774801511,18823.92327921,7.9716476229787,17.4039186241602,22,156.394912719726,25.4950981140136,83.4545440673828,10.1099996566772,0.0070885107852518,0.0675492361187934,0.6133333333333334,25536.0,18.186666666666667,28.279999999999998,21.6,968040.0,23.9,692.5,7303680.0,13.5
VCFC_026,VCF24A003,2024-07-09,190,48.24752,16.439,0,0,0,0,0,0,10,0,0,0,0,0,0,banana,0,0,48,0,0,0,0,0,0,0,0,0,0,24,0,26,0,0,0,0,0,0,0,0,0,0.0,1.94856152961569,18879.2469751908,8.70208174278574,17.6049986856594,22,160.450973510742,5.0990195274353,13.2272729873657,0.939999997615814,0.194786489009857,3.39240837097168,0.5333333333333333,25584.0,18.59333333333333,28.573333333333334,19.1,937800.0,24.5,720.8,7248600.0,13.9
VCFC_027,VCF24A100,2024-07-09,190,48.193077,16.316525,24,0,0,0,0,0,21,0,4,0,0,0,1,banana,0,0,58,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0.8,2.12365519262526,18742.1381062881,9.0107977668148,17.600231332282,14,206.88719177246,2.2360680103302,15.0909090042114,2.26999998092651,0.383826106786727,26.308853149414,0.6799999999999999,24984.0,18.346666666666668,28.393333333333334,25.1,933840.0,24.4,814.0,7169760.0,13.9
VCFC_028,VCF24A100,2024-07-09,190,48.193077,16.316525,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0.8,2.12365519262526,18742.1381062881,9.0107977668148,17.600231332282,14,206.88719177246,2.2360680103302,15.0909090042114,2.26999998092651,0.383826106786727,26.308853149414,0.6799999999999999,24984.0,18.346666666666668,28.393333333333334,25.1,933840.0,24.4,814.0,7169760.0,13.9
VCFC_029,VCF24A010,2024-07-11,192,48.1525687,16.3701174,38,0,0,1,0,0,7,0,3,3,0,0,0,banana,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,0.7066666666666667,25368.0,18.84,29.226666666666667,22.1,951480.0,24.4,731.3,7277040.0,13.8
VCFC_030,VCF24A010,2024-07-11,192,48.1525687,16.3701174,12,0,4,0,0,0,0,0,0,0,0,0,0,banana,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,0.7066666666666667,25368.0,18.84,29.226666666666667,22.1,951480.0,24.4,731.3,7277040.0,13.8
VCFC_031,VCF24A005,2024-07-12,193,48.202186,16.295935,0,0,0,0,0,0,8,0,0,0,0,0,0,banana,0,0,71,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0.0,2.20665561641832,18675.1686978762,8.01635572302132,17.2796847489851,14,254.420928955078,1.0,12.1363639831542,4.4099998474121,0.25055792927742,29.9357795715332,1.0066666666666666,25560.0,18.19333333333333,28.82,26.0,928440.0,23.6,835.7,7173360.0,13.3
VCFC_032,VCF24A009,2024-07-11,192,48.4338949,16.4786743860469,0,0,0,1,0,29,1,0,0,0,0,0,0,banana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.90196089625153,19072.1190117602,8.21787888701971,17.4835184497803,0,166.439468383789,48.2597122192382,4.54545450210571,0.0,0.0,0.0123457293957471,0.8333333333333334,26880.0,18.653333333333332,28.926666666666666,24.1,979200.0,24.1,732.1,7245000.0,13.4
VCFC_033,VCF24A054,2024-07-12,193,48.238611,16.38297,6,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,37,10,16,0,0,0,0,0,0,0,0,0,0.0,2.0345974893468,18914.44382139,8.92406113729088,17.6722462226585,20,163.12109375,1.0,28.7272720336914,1.58000004291534,0.228619992733001,5.93870019912719,0.6133333333333333,25440.0,19.34,29.606666666666666,19.0,918000.0,24.6,751.5,7251840.0,14.0
VCFC_034,VCF24A124,2024-07-14,195,48.1895931,16.2977181,0,0,0,0,0,2,32,0,1,0,0,0,0,apricot,0,1,73,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0.0,2.15548264673516,18699.5868562385,8.3171534097223,17.5023770073195,14,195.132720947265,4.0,11.7272729873657,9.64000034332275,0.36665454506874,19.9329872131347,1.5533333333333335,23760.0,18.779999999999998,29.279999999999998,25.8,936360.0,24.2,812.4,7142040.0,13.7
VCFC_035,VCF24A055,2024-07-11,192,48.26137,16.384091,84,0,0,0,0,0,12,0,0,0,0,0,0,0,74,0,9,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.6,2.08518095536603,18968.8763253927,8.82379491704733,17.6472437722437,21,162.47737121582,10.0,36.5454559326171,0.0,0.165159538388252,1.58249676227569,0.6133333333333333,25248.0,19.066666666666666,29.3,19.8,927000.0,24.5,777.6,7279920.0,13.9
VCFC_036,VCF24A095,2024-07-14,195,48.1951118,16.2876311,65,0,0,0,0,3,47,0,20,0,0,0,0,banana. blueberry,0,0,81,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,2.2158466870193,18650.6412773188,8.05099055663325,17.4314941193838,14,207.763305664062,2.2360680103302,12.9545450210571,4.25,0.395221412181854,28.3204956054687,1.6133333333333335,23832.0,18.32,28.966666666666665,27.0,939240.0,23.8,841.7,7148880.0,13.4
VCFC_037,VCF24A010,2024-07-15,196,48.1525687,16.3701174,28,0,0,0,0,7,3,0,3,0,0,0,1,banana,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,1.28,25320.0,18.78666666666667,29.033333333333335,22.1,951480.0,24.4,731.3,7277040.0,13.8
VCFC_038,VCF24A010,2024-07-15,196,48.1525687,16.3701174,8,11,4,0,0,0,0,0,0,1,0,0,0,banana,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,1.28,25320.0,18.78666666666667,29.033333333333335,22.1,951480.0,24.4,731.3,7277040.0,13.8
VCFC_039,VCF24A016,2024-07-15,196,48.29798735,16.4194207664135,59,0,0,0,0,0,5,0,0,0,0,0,0,banana,0,71,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0.0,2.01330603618941,19162.6852813543,8.41043259400004,17.5395504151574,21,164.376754760742,8.9442720413208,13.2727270126342,0.280000001192092,0.318151473999023,4.05754137039184,1.28,25584.0,18.759999999999998,29.0,19.8,954000.0,24.3,768.1,7367760.0,13.7
VCFC_040,VCF24A133,2024-07-15,196,48.2450494,16.3722084,22,0,0,0,0,1,14,0,0,0,0,0,0,banana,3,0,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.10142159604256,18916.9385519738,8.8696512430329,17.637757208148,20,162.91160583496,1.41421353816986,22.2727279663085,0.0,0.447881281375885,9.65782737731933,1.3,24144.0,19.013333333333332,29.113333333333333,20.0,911520.0,24.6,785.0,7249320.0,14.0
VCFC_041,VCF24A014,2024-07-17,198,48.252675,16.338313,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,2.30917878787493,18752.0311310064,8.44718373284626,17.1990556485148,19,235.617767333984,1.0,11.9545450210571,7.94000005722045,0.278746873140335,24.9182529449462,1.2785714285714287,28594.285714285714,19.214285714285715,29.935714285714287,22.3,910440.0,24.2,840.3,7148880.0,13.7
VCFC_042,VCF24A010,2024-07-17,198,48.1525687,16.3701174,15,0,0,0,0,1,3,0,3,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,1.25,30111.428571428572,19.407142857142855,30.307142857142857,22.1,951480.0,24.4,731.3,7277040.0,13.8
VCFC_043,VCF24A010,2024-07-17,198,48.1525687,16.3701174,11,0,2,0,0,0,0,0,2,1,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,1.25,30111.428571428572,19.407142857142855,30.307142857142857,22.1,951480.0,24.4,731.3,7277040.0,13.8
VCFC_044,VCF24A003,2024-07-22,203,48.24752,16.439,3,0,0,0,0,2,18,0,0,0,0,0,0,lemon,0,0,48,0,0,0,0,0,0,0,0,0,0,24,0,26,0,0,0,0,0,0,0,0,0,0.0,1.94856152961569,18879.2469751908,8.70208174278574,17.6049986856594,22,160.450973510742,5.0990195274353,13.2272729873657,0.939999997615814,0.194786489009857,3.39240837097168,0.8857142857142858,31860.0,20.514285714285712,31.4,19.1,937800.0,24.5,720.8,7248600.0,13.9
VCFC_045,VCF24A031,2024-07-22,203,48.2096648,16.3375929,63,0,0,0,0,3,15,0,3,0,0,0,0,banana,0,0,66,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0.0,2.0900977219718,18735.7998926873,9.73859996954081,17.6888728860967,16,199.805999755859,3.0,13.0909090042114,0.0,0.437081277370452,26.4765338897705,1.0142857142857145,31114.285714285714,21.442857142857143,31.5,22.6,913320.0,25.0,792.6,7221960.0,14.5
VCFC_046,VCF24A133,2024-07-22,203,48.2450494,16.3722084,22,0,2,0,0,6,18,0,1,0,0,0,0,banana,3,0,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.10142159604256,18916.9385519738,8.8696512430329,17.637757208148,20,162.91160583496,1.41421353816986,22.2727279663085,0.0,0.447881281375885,9.65782737731933,0.9785714285714285,31011.428571428572,20.571428571428573,31.4,20.0,911520.0,24.6,785.0,7249320.0,14.0
VCFC_047,VCF24A006,2024-07-22,203,48.232858,16.290515,25,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,53,0,0,0,0,10,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0.0,2.38243214307497,18227.2135772746,7.62351401182986,16.7424359969794,17,253.230209350585,0.0,8.0,3.75,0.276261866092681,30.3994331359863,1.1642857142857141,31551.428571428572,19.099999999999998,30.12857142857143,28.0,924480.0,23.2,918.4,7054560.0,13.0
VCFC_048,VCF24A071,2024-07-18,199,48.194892,16.282509,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,9,15,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0.0,2.23126950404863,18626.0465424066,7.99347095217591,17.4321756181536,14,206.191986083984,2.2360680103302,10.1363639831542,0.0,0.355930835008621,24.5181884765625,1.292857142857143,31088.571428571428,18.985714285714288,30.37142857142857,27.0,939240.0,23.8,841.7,7148880.0,13.4
VCFC_049,VCF24A106,2024-07-18,199,48.180312,16.387895,1,0,0,0,0,47,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0.0,1.97545478881755,18791.6170787163,9.1880988609883,17.5831030143242,10,203.055053710937,4.12310552597045,55.1818199157714,0.0,0.0,0.0123457293957471,1.1071428571428572,31114.285714285714,19.849999999999998,30.692857142857147,19.6,934920.0,24.4,734.1,7230600.0,13.9
VCFC_050,VCF24A010,2024-07-22,203,48.1525687,16.3701174,87,2,0,0,0,3,5,0,1,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,0.9928571428571429,32502.85714285714,20.364285714285717,31.335714285714285,22.1,951480.0,24.4,731.3,7277040.0,13.8
VCFC_051,VCF24A010,2024-07-22,203,48.1525687,16.3701174,14,0,38,0,0,2,3,0,2,1,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.1,1.96634764505448,18900.4204465964,8.55587658256434,17.5490048698568,10,200.649444580078,4.12310552597045,8.63636398315429,6.32999992370605,0.221903577446937,11.0727939605712,0.9928571428571429,32502.85714285714,20.364285714285717,31.335714285714285,22.1,951480.0,24.4,731.3,7277040.0,13.8
