sampleId,ParticipantId,collectionEnd,Days,Latitude,Longitude,melanogaster,simulans,suzukii,busckii,testacea,hydei,mercatorum,repleta,funebris,immigrans,phalerata,subobscura,virilis,INCAL_WindSpeedNorth_daily,INCAL_RainfallRate_daily,INCAL_GlobalRadiation_daily,INCAL_RelativeHumidity_daily,INCAL_AirPressure_daily,INCAL_WindSpeedEast_daily,INCAL_DewPointTemperature_daily,INCAL_Temperature2m_daily,Yearly_TM,Yearly_RR,Yearly_SA,Monthly_TM,Monthly_RR,Monthly_SA,Daily_TX,Daily_TN,Daily_RR,Daily_SA,reprojected_r00_Wien_Bezirke_100m_1_1_Band_1,reprojected_r01_real_land_use2020_100m_b32_1_1_looseresidential,reprojected_r01_real_land_use2020_100m_b32_1_1_mediumresidential,reprojected_r01_real_land_use2020_100m_b32_1_1_denseresidential,reprojected_r01_real_land_use2020_100m_b32_1_1_largeisolatedresidential,reprojected_r01_real_land_use2020_100m_b32_1_1_office,reprojected_r01_real_land_use2020_100m_b32_1_1_commercial,reprojected_r01_real_land_use2020_100m_b32_1_1_businesscore,reprojected_r01_real_land_use2020_100m_b32_1_1_lowmixeduse,reprojected_r01_real_land_use2020_100m_b32_1_1_industrial,reprojected_r01_real_land_use2020_100m_b32_1_1_leisure,reprojected_r01_real_land_use2020_100m_b32_1_1_health,reprojected_r01_real_land_use2020_100m_b32_1_1_education,reprojected_r01_real_land_use2020_100m_b32_1_1_indoorsports,reprojected_r01_real_land_use2020_100m_b32_1_1_military,reprojected_r01_real_land_use2020_100m_b32_1_1_sewage,reprojected_r01_real_land_use2020_100m_b32_1_1_energy,reprojected_r01_real_land_use2020_100m_b32_1_1_water...55,reprojected_r01_real_land_use2020_100m_b32_1_1_construction,reprojected_r01_real_land_use2020_100m_b32_1_1_greenstreets,reprojected_r01_real_land_use2020_100m_b32_1_1_non-greenstreets,reprojected_r01_real_land_use2020_100m_b32_1_1_parking,reprojected_r01_real_land_use2020_100m_b32_1_1_railway,reprojected_r01_real_land_use2020_100m_b32_1_1_transport,reprojected_r01_real_land_use2020_100m_b32_1_1_park,reprojected_r01_real_land_use2020_100m_b32_1_1_outdoorsports,reprojected_r01_real_land_use2020_100m_b32_1_1_cemetery,reprojected_r01_real_land_use2020_100m_b32_1_1_fields,reprojected_r01_real_land_use2020_100m_b32_1_1_vineyards,reprojected_r01_real_land_use2020_100m_b32_1_1_nursery,reprojected_r01_real_land_use2020_100m_b32_1_1_forest,reprojected_r01_real_land_use2020_100m_b32_1_1_meadow,reprojected_r01_real_land_use2020_100m_b32_1_1_water...70,reprojected_r02_dem_mean_100m_b1_1_1_Band_1,reprojected_r04_imp2018_100m_b1_1_1_Band_1,reprojected_r05_treecover2018_100m_b1_COG_1_1_Band_1,reprojected_r06_protected_area_100m_b1_1_1_Band_1,reprojected_r07_Wien_water_areas_grid100m_1_1_Band_1,reprojected_r08_Wien_buildings_area_ha_100m_b1_1_1_Band_1,reprojected_r09_Wien_build_volume_i_grid100m_1_1_Band_1,reprojected_r10_vineyard_100m_b1_1_1_Band_1
VCFC_041,VCF24A014,2024-07-17,198,48.25268,16.33831,0,0,0,0,0,1,8,0,0,0,0,0,0,-0.353726061,0.04029113,275.2808,63.28239,101389,1.43988631,16.28821,24.20222,13.25449,864.317,7240516,23.754753,23.190252,913987.4,29.438066,18.922599,1.238746273,29016.549,19,0.403746008872986,85.7005844116211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7531681060791,0.11874882131815,0,0,0,0,0,0,0,0,0,0,0,235.147796630859,12.1909818649292,7.02255153656006,0,0,0.283412486314774,25.2730102539062,0
VCFC_042,VCF24A010,2024-07-17,198,48.15257,16.37012,15,0,0,0,0,1,3,0,3,0,0,0,0,-0.508978339,0.06082407,265.7685,61.37603,101373.9,1.537482016,16.2816846,24.699,13.52043,729.4509,7325177,24.1639,21.836052,946533.1,30.05025,19.263549,1.157630488,29993.742,10,4.29856777191162,68.9176406860352,0,0,0,0,0,0,0,0,0,5.76086378097534,0,0,0,0,0,0,0,18.4262638092041,0,0,0,0,0,0,0,0,0,0.902174770832062,0.225543692708015,0,198.640426635742,14.679762840271,6.06923627853394,1.35326218605042,0,0.167216449975967,8.03371620178223,0
VCFC_043,VCF24A010,2024-07-17,198,48.15257,16.37012,11,0,2,0,0,0,0,0,2,1,0,0,0,-0.508978339,0.06082407,265.7685,61.37603,101373.9,1.537482016,16.2816846,24.699,13.52043,729.4509,7325177,24.1639,21.836052,946533.1,30.05025,19.263549,1.157630488,29993.742,10,4.29856777191162,68.9176406860352,0,0,0,0,0,0,0,0,0,5.76086378097534,0,0,0,0,0,0,0,18.4262638092041,0,0,0,0,0,0,0,0,0,0.902174770832062,0.225543692708015,0,198.640426635742,14.679762840271,6.06923627853394,1.35326218605042,0,0.167216449975967,8.03371620178223,0
VCFC_044,VCF24A003,2024-07-22,203,48.24752,16.439,3,0,0,0,0,2,18,0,0,0,0,0,0,-0.499254256,0.0388219,258.04102,59.01737,101379.9,0.826428528,16.6816068,25.874784,13.7387,721.7471,7329652,24.434134,19.231766,935633.9,31.193346,20.341029,0.866826168,31102.754,22,0,0,50.8202590942383,1.30788099765778,0,0,0,2.11750340461731,0,0,0,0,0,0,0,0,0,0,0,27.7584896087646,0,0,0,16.0226173400879,0,0,0,0,0,0,0,0,160.52375793457,13.2346849441528,0.752279460430145,0,0,0.263239711523056,4.70637655258179,0
VCFC_045,VCF24A031,2024-07-22,203,48.20966,16.33759,63,0,0,0,0,3,15,0,3,0,0,0,0,-0.811875214,0.02670826,260.77392,59.45639,101414,1.349207294,16.6177232,25.590744,14.18363,797.4373,7289141,24.836958,22.984581,916462.8,31.245431,21.174516,0.957788528,30509.827,16,0,0,85.9894409179688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7608661651611,0,0.124847710132599,0,0,0,0,0,0,0,0,0,0,200.183868408203,16.5834159851074,0,0,0,0.584341466426849,33.5389556884766,0
VCFC_046,VCF24A133,2024-07-22,203,48.24505,16.37221,22,0,2,0,0,6,18,0,1,0,0,0,0,-0.840493691,0.03781528,270.76388,59.57904,101401.4,0.894693695,16.7411596,25.69403,13.85212,777.1276,7352119,24.556522,19.762102,912168,31.170028,20.45958,0.913081471,30269.74,20,2.42282891273499,0,80.3147735595703,0.0220304876565933,0,2.02908825874329,0,0,0,3.09197378158569,0,0,0,0,0,0.0587479695677757,0,0,0,2.05022835731506,0.769321739673615,5.32510471343994,0,0.576991260051727,0,0,0,0,0,1.15398252010345,0,0,163.039916992188,25.0957431793213,1.06358730792999,0,0,0.417910575866699,9.20882511138916,0
VCFC_047,VCF24A006,2024-07-22,203,48.23286,16.29051,25,0,0,0,0,0,11,0,0,0,0,0,0,-1.027657823,0.02914779,263.17294,64.28154,101419,1.746080765,16.8024121,24.486271,12.62921,913.4418,7043172,22.87859,27.900492,921885.2,29.591124,18.618122,1.091232618,30712.88,17,0.624989688396454,4.62406444549561,49.0453758239746,0,0,0,0,13.0627794265747,0,3.7861967086792,0,0,0,0,0,0,0,0,0.304307192564011,23.4851016998291,0,0,0,0,0,0,0,0,0,1.14521896839142,0,0,253.149810791016,8.84836196899414,4.79287338256836,1.23181962966919,0,0.273096770048141,29.9640808105469,0
VCFC_048,VCF24A071,2024-07-18,199,48.19489,16.28251,14,0,0,0,0,0,9,0,0,0,0,0,0,-0.291387272,0.03463415,265.91308,64.20404,101426.8,1.195423883,16.8791278,24.65888,13.24484,849.2347,7208020,23.741964,27.46818,941726.2,30.355128,18.952146,1.217248419,31789.998,14,0,20.9107036590576,12.4881944656372,0,0,0,0,0,0,8.3024206161499,0,15.5957336425781,0,0,0,0,0,0,0,41.6263771057129,0,0,0,0,0,0,0,0,0,0,0,0,206.514297485352,10.3545417785645,0.590989649295807,0,0,0.353589177131653,24.3012828826904,0
VCFC_049,VCF24A106,2024-07-18,199,48.18031,16.3879,1,0,0,0,0,47,4,0,1,0,0,0,0,-0.548885238,0.05504159,266.37217,60.5008,101428.3,1.167103136,16.3412177,24.988338,13.92957,736.1318,7301576,24.61874,20.026377,935200.2,30.81787,20.081619,1.048715424,31773.082,8.03563117980957,0,0,0.848876059055328,0.42853581905365,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5304203033447,0,6.48528385162354,0.448014706373215,79.8893508911133,0,0,0,0,0,0,0,0,0,0,201.992401123047,52.3876800537109,0.103363141417503,0,0,0.00417461944743991,0.235289633274078,0
VCFC_050,VCF24A010,2024-07-22,203,48.15257,16.37012,87,2,0,0,0,3,5,0,1,0,0,0,0,-1.250146945,0.0482454,258.63929,59.70912,101399.7,1.494315379,16.6927942,25.558927,13.52043,729.4509,7325177,24.1639,21.836052,946533.1,30.963029,19.976587,0.936989497,31630.147,10,4.29856777191162,68.9176406860352,0,0,0,0,0,0,0,0,0,5.76086378097534,0,0,0,0,0,0,0,18.4262638092041,0,0,0,0,0,0,0,0,0,0.902174770832062,0.225543692708015,0,198.640426635742,14.679762840271,6.06923627853394,1.35326218605042,0,0.167216449975967,8.03371620178223,0
VCFC_051,VCF24A010,2024-07-22,203,48.15257,16.37012,14,0,38,0,0,2,3,0,2,1,0,0,0,-1.250146945,0.0482454,258.63929,59.70912,101399.7,1.494315379,16.6927942,25.558927,13.52043,729.4509,7325177,24.1639,21.836052,946533.1,30.963029,19.976587,0.936989497,31630.147,10,4.29856777191162,68.9176406860352,0,0,0,0,0,0,0,0,0,5.76086378097534,0,0,0,0,0,0,0,18.4262638092041,0,0,0,0,0,0,0,0,0,0.902174770832062,0.225543692708015,0,198.640426635742,14.679762840271,6.06923627853394,1.35326218605042,0,0.167216449975967,8.03371620178223,0
VCFC_052,VCF24A135,2024-07-22,203,48.25209,16.43863,6,0,0,0,0,0,11,0,0,0,0,0,0,-0.485349866,0.04286015,257.82273,58.95622,101378.8,0.812165224,16.675086,25.892834,13.73784,723.8572,7344312,24.426716,19.26807,936073.7,31.184224,20.338364,0.870422385,31132.378,22,0,0,74.6197662353516,4.38531017303467,0,0,0,0,0.690846025943756,0,0,7.0794529914856,0,0,0,0,0,0,0,10.7792987823486,1.01905488967896,0,0,0,0,0,0,0,0,0,0,0,160.635726928711,13.18874168396,13.1638927459717,0,0,0.151534125208855,2.61803197860718,0
VCFC_053,VCF24A004,2024-07-22,203,48.22681,16.16493,1,0,0,0,0,0,21,0,0,0,0,0,0,-0.60854275,0.06367182,259.82912,68.57916,101443.7,1.448713521,17.1232054,23.72457,12.19812,1046.7411,6747730,22.338758,40.202034,920396.3,29.315113,17.78381,1.660241114,30288.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_054,VCF24A054,2024-07-17,198,48.23861,16.38297,32,0,0,0,0,0,23,0,2,0,0,0,0,-0.445495903,0.04873264,272.4618,60.73449,101371.6,1.139347774,16.337635,24.983482,13.93061,754.6767,7336334,24.681007,19.121374,916643.2,30.527727,19.900697,1.070403435,29082.348,20,0,0,31.7477951049805,0,0,0,0,0,0,0,0,0.379187047481537,0,0,0,0,0,0,1.2471798658371,32.9595794677734,0,8.1518383026123,0,23.6526031494141,0,0,0,0,0,0,0,0,163.084289550781,32.2672843933105,4.19217538833618,0,0,0.219378784298897,5.66375017166138,0
VCFC_055,VCF24A003,2024-07-08,189,48.24752,16.439,2,0,0,0,0,0,1,0,0,0,0,0,0,0.180008212,0.04705433,245.75399,61.87661,101212.4,0.643111831,15.3276694,23.533399,13.7387,721.7471,7329652,24.434134,19.231766,935633.9,28.55688,18.480676,0.457902947,28367.396,22,0,0,50.8202590942383,1.30788099765778,0,0,0,2.11750340461731,0,0,0,0,0,0,0,0,0,0,0,27.7584896087646,0,0,0,16.0226173400879,0,0,0,0,0,0,0,0,160.52375793457,13.2346849441528,0.752279460430145,0,0,0.263239711523056,4.70637655258179,0
VCFC_056,VCF24A001,2024-07-16,197,48.29099,16.33058,16,0,0,0,0,5,55,0,0,1,0,0,0,-0.329472778,0.04066148,263.21602,66.50706,101315.1,1.138108973,16.4969469,23.571616,13.11834,870.5637,6911278,23.631407,24.116514,932595.7,29.082511,18.470021,1.314998858,29410.257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.799850463867,17.1036357879639,6.75534534454346,0,0,0,0.0123457293957472,0
VCFC_057,VCF24A137,2024-07-22,203,48.22473,16.38307,73,0,0,0,0,1,48,0,3,0,0,0,0,-0.825287414,0.04960221,263.50891,58.46191,101400.8,1.143740096,16.6287134,25.895322,14.17558,744.8181,7324834,24.942074,19.142443,920403.1,31.493452,21.091688,0.87633222,30494.636,2.2062566280365,0,0,38.7169342041016,3.49927091598511,0,0,0,0,0,11.8731489181519,0,0,0,0,0,0,0,0,0,35.9847984313965,0.261914759874344,0.184041678905487,0,7.46843099594116,0,0,0,0,0,0,0,0,162.257247924805,16.5060844421387,5.81567192077637,0,0,0.347676366567612,8.04188919067383,0
VCFC_058,VCF24A132,2024-07-23,204,48.19381,16.34327,9,0,0,0,0,0,1,0,0,0,0,0,0,-0.673794846,0.03581355,253.72349,58.55987,101403.6,1.82157621,16.3493369,25.542247,14.19092,786.9898,7291494,24.886936,22.900114,924893,31.478132,21.393707,0.958491758,31203.068,6,0,0,77.2555389404297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7444629669189,0,0,0,0,0,0,0,0,0,0,0,0,189.870513916016,14.651593208313,0.984918653964996,0,0,0.564860641956329,28.3734741210938,0
VCFC_059,VCF24A014,2024-07-24,205,48.25268,16.33831,0,0,0,0,0,3,14,0,0,1,0,0,0,-1.009369065,0.03826225,263.40715,61.65715,101402.1,1.841971554,15.9668831,24.216885,13.25449,864.317,7240516,23.754753,23.190252,913987.4,30.008143,19.919347,1.200889362,29843.773,19,0.403746008872986,85.7005844116211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7531681060791,0.11874882131815,0,0,0,0,0,0,0,0,0,0,0,235.147796630859,12.1909818649292,7.02255153656006,0,0,0.283412486314774,25.2730102539062,0
VCFC_060,VCF24A053,2024-07-25,206,48.10111,16.30012,23,0,0,0,0,17,0,0,0,1,0,0,0,-0.734083969,0.051402,256.98323,61.46625,101366.8,1.195814779,16.2786757,24.594789,13.20162,713.0952,7324246,23.791027,25.991032,970431.2,29.964572,19.424978,1.201894343,31156.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_061,VCF24A055,2024-07-24,205,48.26137,16.38409,10,1,1,0,0,1,3,0,0,0,0,0,0,-1.039402645,0.0374492,261.42704,60.13457,101382.3,1.297141567,16.1584853,24.881626,13.79656,777.5774,7344424,24.504843,19.755074,921105.2,30.876906,20.688434,1.024465724,30165.754,21,20.7657260894775,0,54.6549644470215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3464946746826,0,0,0,0,0,0,0,0,0,0,0,0,162.68977355957,26.154504776001,0.498000413179398,0,0,0.29580882191658,3.59811115264893,0
VCFC_062,VCF24A071,2024-07-25,206,48.19489,16.28251,45,0,0,0,0,2,24,0,0,0,0,0,0,-0.66363464,0.02564564,255.60712,62.30521,101378.6,1.816748657,15.9159281,24.097613,13.24484,849.2347,7208020,23.741964,27.46818,941726.2,29.85076,19.27328,1.124008384,30050.902,14,0,20.9107036590576,12.4881944656372,0,0,0,0,0,0,8.3024206161499,0,15.5957336425781,0,0,0,0,0,0,0,41.6263771057129,0,0,0,0,0,0,0,0,0,0,0,0,206.514297485352,10.3545417785645,0.590989649295807,0,0,0.353589177131653,24.3012828826904,0
VCFC_063,VCF24A054,2024-07-24,205,48.23861,16.38297,41,0,0,0,0,1,30,0,1,0,0,0,0,-1.181066696,0.04265104,261.92887,59.2377,101383,1.546961069,16.0333169,24.991147,13.93061,754.6767,7336334,24.681007,19.121374,916643.2,30.984316,20.909322,0.98734996,30076.538,20,0,0,31.7477951049805,0,0,0,0,0,0,0,0,0.379187047481537,0,0,0,0,0,0,1.2471798658371,32.9595794677734,0,8.1518383026123,0,23.6526031494141,0,0,0,0,0,0,0,0,163.084289550781,32.2672843933105,4.19217538833618,0,0,0.219378784298897,5.66375017166138,0
VCFC_064,VCF24A132,2024-07-23,204,48.19381,16.34327,0,0,0,0,0,0,2003,0,0,0,0,0,0,-0.673794846,0.03581355,253.72349,58.55987,101403.6,1.82157621,16.3493369,25.542247,14.19092,786.9898,7291494,24.886936,22.900114,924893,31.478132,21.393707,0.958491758,31203.068,6,0,0,77.2555389404297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7444629669189,0,0,0,0,0,0,0,0,0,0,0,0,189.870513916016,14.651593208313,0.984918653964996,0,0,0.564860641956329,28.3734741210938,0
VCFC_065,VCF24A085,2024-07-25,206,48.22368,16.37427,20,0,0,0,0,2,4,0,0,0,0,0,0,-1.112247296,0.04463912,260.0671,57.60573,101373.1,1.509703865,15.5077799,24.92224,14.29391,754.3499,7362679,25.018032,19.58493,918894.1,30.538652,21.174749,0.899840407,29523.923,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.71694183349609,4.48474216461182,0,0,0,50.6369400024414,0,0,0,0,33.4598007202148,0,0,0,161.763580322266,34.0520935058594,1.64700746536255,0,0,0.072583019733429,0.607014656066895,0
VCFC_066,VCF24A129,2024-07-25,206,48.22174,16.37239,11,0,0,0,0,0,25,0,1,0,0,0,0,-1.116371471,0.04444008,259.30214,57.48943,101374.6,1.525495267,15.4975859,24.942722,14.37381,755.4401,7364048,25.092325,19.759483,919592.2,30.580238,21.282351,0.90474383,29544.603,2,0,0,66.0941925048828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4709930419922,0.398577570915222,0,0,0,0,0,0,0,0,0,0,0,162.526458740234,15.4221153259277,0.078289270401001,0,0,0.495250642299652,13.2182512283325,0
VCFC_067,VCF24A061,2024-07-26,207,48.26243,16.42756,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.625428973,0.01760728,263.19306,56.65802,101367.1,1.004144183,15.2873786,25.058204,13.78627,736.0595,7361630,24.480534,19.436998,933561.7,30.157234,19.93725,0.89688046,30826.966,21,21.8345394134521,43.6805877685547,3.31439113616943,0,0,8.46062469482422,0,0,0,0,0,0,0,0,0,0,0,0,0,19.926383972168,0,0,0,0,0,0,0.801701843738556,0,0,0,0,0,161.436157226562,16.050817489624,0.0720849111676216,0.534467875957489,0,0.246486142277718,3.02752733230591,0
VCFC_068,VCF24A001,2024-07-26,207,48.29099,16.33058,11,0,0,0,0,2,31,0,0,0,0,0,0,-0.632526057,0.001921126,267.68324,61.08553,101407.6,1.224945881,15.6490999,24.060544,13.11834,870.5637,6911278,23.631407,24.116514,932595.7,29.379152,18.932731,1.066215292,30327.511,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.799850463867,17.1036357879639,6.75534534454346,0,0,0,0.0123457293957472,0
VCFC_069,VCF24A132,2024-07-27,208,48.19381,16.34327,17,0,0,0,0,0,7,0,1,0,0,0,0,-0.863258731,0.001751377,258.13805,55.50084,101427.3,1.743823638,15.2275819,25.187742,14.19092,786.9898,7291494,24.886936,22.900114,924893,30.411189,20.529973,0.294153968,32125.151,6,0,0,77.2555389404297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7444629669189,0,0,0,0,0,0,0,0,0,0,0,0,189.870513916016,14.651593208313,0.984918653964996,0,0,0.564860641956329,28.3734741210938,0
VCFC_071,VCF24A022,2024-07-28,209,48.21183,16.39246,0,0,0,0,0,0,11,0,0,0,0,0,0,-1.202999127,0.0006571229,259.3619,53.93908,101483.5,1.632091387,14.6401375,25.067611,14.27861,738.0645,7297200,25.026831,19.296276,927423.6,30.740336,20.860642,0.150849971,31210.858,2.98427581787109,0,0,57.5556983947754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55119514465332,24.6307067871094,0,5.3049635887146,0,2.41724729537964,0,0,0,0,0,0,0,1.12801480293274,161.569488525391,17.1877613067627,0.251912266016006,0,0.880398094654083,0.422400951385498,9.92906379699707,0
VCFC_072,VCF24A141,2024-07-28,209,48.2157,16.38965,1,0,0,0,0,0,19,0,0,0,0,0,0,-1.198482273,0.0005929788,260.54809,54.03533,101482.4,1.594206993,14.6498286,25.053424,14.23001,738.9146,7301966,24.987045,19.191584,924748.6,30.714444,20.788725,0.145422911,31132.372,2,0,0,77.6756210327148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15942478179932,20.1235446929932,0,0,0,0,0,0,0,0,0,0,0,0,160.892211914062,15.3963851928711,0.0890272706747055,0,0,0.539952158927917,11.4966087341309,0
VCFC_073,VCF24A010,2024-07-29,210,48.15257,16.37012,0,0,45,0,0,1,0,0,0,2,2,0,0,-1.930949076,0.002343507,259.70803,54.55227,101496.2,1.963440028,14.1471717,24.379522,13.52043,729.4509,7325177,24.1639,21.836052,946533.1,30.139372,19.320976,0.255266898,31961.911,10,4.29856777191162,68.9176406860352,0,0,0,0,0,0,0,0,0,5.76086378097534,0,0,0,0,0,0,0,18.4262638092041,0,0,0,0,0,0,0,0,0,0.902174770832062,0.225543692708015,0,198.640426635742,14.679762840271,6.06923627853394,1.35326218605042,0,0.167216449975967,8.03371620178223,0
VCFC_074,VCF24A010,2024-07-29,210,48.15257,16.37012,15,0,0,0,0,2,6,0,3,0,0,0,0,-1.930949076,0.002343507,259.70803,54.55227,101496.2,1.963440028,14.1471717,24.379522,13.52043,729.4509,7325177,24.1639,21.836052,946533.1,30.139372,19.320976,0.255266898,31961.911,10,4.29856777191162,68.9176406860352,0,0,0,0,0,0,0,0,0,5.76086378097534,0,0,0,0,0,0,0,18.4262638092041,0,0,0,0,0,0,0,0,0,0.902174770832062,0.225543692708015,0,198.640426635742,14.679762840271,6.06923627853394,1.35326218605042,0,0.167216449975967,8.03371620178223,0
VCFC_075,VCF24A142,2024-07-30,211,48.25192,16.32059,0,0,0,0,0,0,646,0,0,0,0,0,0,-0.889171854,0.01007805,269.75575,56.26357,101534,1.581177708,13.7897263,23.540456,12.8759,898.6568,7187462,23.206886,25.219875,921449.2,28.940773,17.886089,0.286458264,31608.427,19,0,54.4251136779785,0,0,0,0,0,0,0,20.9100341796875,0,0,0,0,0,0,0,0,0,22.9968013763428,0,0,0,0,0,0,0,0,0,0.545245945453644,0,0,251.79411315918,54.3381118774414,13.4664430618286,0,0,0.209027171134949,22.3900680541992,0
VCFC_076,VCF24A142,2024-07-30,211,48.25192,16.32059,0,0,0,0,0,0,121,0,0,0,0,0,0,-0.889171854,0.01007805,269.75575,56.26357,101534,1.581177708,13.7897263,23.540456,12.8759,898.6568,7187462,23.206886,25.219875,921449.2,28.940773,17.886089,0.286458264,31608.427,19,0,54.4251136779785,0,0,0,0,0,0,0,20.9100341796875,0,0,0,0,0,0,0,0,0,22.9968013763428,0,0,0,0,0,0,0,0,0,0.545245945453644,0,0,251.79411315918,54.3381118774414,13.4664430618286,0,0,0.209027171134949,22.3900680541992,0
VCFC_078,VCF24A149,2024-08-01,213,48.16594,16.32444,0,0,0,0,0,0,3,0,0,0,0,0,0,-1.130623672,0.02042621,251.96795,54.85086,101355.5,1.634249796,14.0307461,24.215252,13.52439,780.4857,7278145,24.635929,78.083786,958156.8,30.158057,18.147284,0.407304656,31829.318,12,0,4.87478733062744,0,65.9339370727539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89786434173584,21.0848770141602,0,0.00584500515833497,0,0.0584500506520271,0,0.0874026417732239,0,0,0,0,0,0,209.014129638672,17.2816219329834,0,0,0,0.455441951751709,33.4316787719727,0
VCFC_079,VCF24A149,2024-08-01,213,48.16594,16.32444,2,0,0,0,0,0,2,0,0,0,0,0,0,-1.130623672,0.02042621,251.96795,54.85086,101355.5,1.634249796,14.0307461,24.215252,13.52439,780.4857,7278145,24.635929,78.083786,958156.8,30.158057,18.147284,0.407304656,31829.318,12,0,4.87478733062744,0,65.9339370727539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89786434173584,21.0848770141602,0,0.00584500515833497,0,0.0584500506520271,0,0.0874026417732239,0,0,0,0,0,0,209.014129638672,17.2816219329834,0,0,0,0.455441951751709,33.4316787719727,0
VCFC_080,VCF24A004,2024-07-31,212,48.22681,16.16493,36,0,0,0,0,0,40,0,0,0,0,0,0,-0.852979104,0.04384346,264.18325,61.46268,101485,1.222480906,14.3575965,22.780536,12.19812,1046.7411,6747730,22.338758,40.202034,920396.3,28.88796,15.726175,0.594129272,31585.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCFC_081,VCF24A133,2024-07-31,212,48.24505,16.37221,0,0,0,0,0,7,21,0,0,0,0,0,0,-1.025545531,0.001673029,264.44613,53.18373,101446.7,0.834346845,13.6712866,24.400098,13.85212,777.1276,7352119,24.556522,19.762102,912168,30.078577,18.911287,0.118992291,31874.05,20,2.42282891273499,0,80.3147735595703,0.0220304876565933,0,2.02908825874329,0,0,0,3.09197378158569,0,0,0,0,0,0.0587479695677757,0,0,0,2.05022835731506,0.769321739673615,5.32510471343994,0,0.576991260051727,0,0,0,0,0,1.15398252010345,0,0,163.039916992188,25.0957431793213,1.06358730792999,0,0,0.417910575866699,9.20882511138916,0
VCFC_082,VCF24A035,2024-07-24,205,48.15649,16.28339,12,21,7,0,1,0,0,0,0,0,0,1,0,-0.966615343,0.03390896,255.74442,62.69855,101395.2,1.66351732,16.2753277,24.284324,13.02802,799.6995,7245432,23.46347,26.963356,947597.3,30.182378,19.217378,1.405663537,31130.647,23,57.805419921875,32.6263580322266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6884822845459,0,0,0,0,0,0,0,0,0,0,0,0,240.90869140625,8.60507392883301,9.43111896514893,0,0,0.254559695720673,24.5435924530029,0
VCFC_083,VCF24A035,2024-07-24,205,48.15649,16.28339,57,0,0,0,0,8,1,0,0,0,0,0,0,-0.966615343,0.03390896,255.74442,62.69855,101395.2,1.66351732,16.2753277,24.284324,13.02802,799.6995,7245432,23.46347,26.963356,947597.3,30.182378,19.217378,1.405663537,31130.647,23,57.805419921875,32.6263580322266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6884822845459,0,0,0,0,0,0,0,0,0,0,0,0,240.90869140625,8.60507392883301,9.43111896514893,0,0,0.254559695720673,24.5435924530029,0
VCFC_084,VCF24A035,2024-07-30,211,48.15649,16.28339,0,6,3,0,0,0,0,0,0,0,0,0,0,-0.878455546,0.007554396,266.6282,56.42847,101520.6,1.185091401,14.0558402,23.806268,13.02802,799.6995,7245432,23.46347,26.963356,947597.3,29.524993,17.503976,0.506559645,32644.852,23,57.805419921875,32.6263580322266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6884822845459,0,0,0,0,0,0,0,0,0,0,0,0,240.90869140625,8.60507392883301,9.43111896514893,0,0,0.254559695720673,24.5435924530029,0
